interval_begin;interval_end;interval_haltingDurationSum;interval_id;interval_intervalHaltingDurationSum;interval_jamLengthInMetersSum;interval_jamLengthInVehiclesSum;interval_maxHaltingDuration;interval_maxIntervalHaltingDuration;interval_maxJamLengthInMeters;interval_maxJamLengthInVehicles;interval_maxOccupancy;interval_maxVehicleNumber;interval_meanHaltingDuration;interval_meanIntervalHaltingDuration;interval_meanMaxJamLengthInMeters;interval_meanMaxJamLengthInVehicles;interval_meanOccupancy;interval_meanSpeed;interval_meanTimeLoss;interval_meanVehicleNumber;interval_nVehEntered;interval_nVehLeft;interval_nVehSeen;interval_sampledSeconds;interval_startedHalts
0.00;40.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.26;12.47;2.12;0.78;2;2;2;31.00;0.00
0.00;40.00;0.00;id_-E3_2;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.15;9.02;3.08;0.45;2;2;2;18.00;0.00
40.00;80.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.06;13.22;1.83;5.72;5;2;9;229.00;0.00
40.00;80.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.19;13.48;0.20;0.53;3;3;4;21.00;0.00
40.00;80.00;0.00;id_E0_2;0.00;0.00;0;0.00;0.00;0.00;0;0.36;1;0.00;0.00;0.00;0.00;0.05;6.83;3.08;0.15;1;1;1;6.00;0.00
40.00;80.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.43;12.68;1.89;5.28;4;1;8;211.00;0.00
40.00;80.00;0.00;id_-E1_1;0.00;0.00;0;0.00;0.00;0.00;0;0.92;2;0.00;0.00;0.00;0.00;0.26;12.38;1.26;0.57;2;3;3;23.00;0.00
40.00;80.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.25;13.67;2.01;0.55;1;0;1;22.00;0.00
40.00;80.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.67;12.17;1.60;3.30;3;2;6;132.00;0.00
40.00;80.00;4.00;id_-E2_1;4.00;15.00;3;4.00;4.00;5.00;1;1.01;2;4.00;4.00;0.38;0.07;0.80;10.88;2.88;1.57;4;2;4;63.00;1.00
40.00;80.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.18;11.81;0.57;0.35;1;0;1;14.00;0.00
40.00;80.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.23;12.71;1.19;3.65;3;2;6;146.00;0.00
40.00;80.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.19;12.59;0.25;0.55;4;3;4;22.00;0.00
40.00;80.00;0.00;id_-E3_2;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.05;7.03;2.59;0.15;1;1;1;6.00;0.00
80.00;120.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.07;13.33;1.65;5.78;2;5;9;230.04;0.00
80.00;120.00;4.00;id_E0_1;4.00;15.00;3;4.00;4.00;5.00;1;1.44;4;4.00;4.00;0.38;0.07;0.75;12.87;1.20;2.08;6;3;7;83.00;1.00
80.00;120.00;0.00;id_E0_2;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.34;11.20;1.95;0.97;4;3;4;38.55;0.00
80.00;120.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.46;12.66;1.44;5.40;3;4;10;215.78;0.00
80.00;120.00;17.00;id_-E1_1;17.00;80.00;16;17.00;17.00;5.00;1;1.38;3;17.00;17.00;2.00;0.40;0.84;7.93;6.57;1.82;4;2;4;73.00;1.00
80.00;120.00;39.00;id_-E1_2;39.00;190.00;38;39.00;39.00;5.00;1;0.46;1;39.00;39.00;4.75;0.95;0.46;0.05;39.86;1.00;0;0;1;40.00;1.00
80.00;120.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.45;11.39;1.78;2.92;2;3;6;116.47;0.00
80.00;120.00;44.00;id_-E2_1;40.00;200.00;40;44.00;40.00;5.00;1;2.03;4;44.00;40.00;5.00;1.00;1.29;7.22;11.47;2.55;2;1;4;102.00;0.00
80.00;120.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.09;11.12;0.53;0.23;0;1;1;8.07;0.00
80.00;120.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.10;11.89;1.21;3.27;1;1;5;131.00;0.00
80.00;120.00;13.00;id_-E3_1;13.00;60.00;12;13.00;13.00;5.00;1;0.67;2;13.00;13.00;1.50;0.30;0.47;10.95;5.22;1.40;2;2;3;56.00;1.00
80.00;120.00;7.00;id_-E3_2;7.00;30.00;6;7.00;7.00;5.00;1;0.67;2;7.00;7.00;0.75;0.15;0.29;9.52;6.01;0.88;2;1;2;35.00;1.00
120.00;160.00;1.00;id_E0_0;1.00;0.00;0;1.00;1.00;0.00;0;2.52;7;1.00;1.00;0.00;0.00;1.92;13.50;1.72;5.38;6;4;10;214.30;1.00
120.00;160.00;44.00;id_E0_1;40.00;200.00;40;44.00;40.00;5.00;1;1.44;4;44.00;40.00;5.00;1.00;0.88;8.39;6.07;2.45;3;6;7;98.00;0.00
120.00;160.00;22.00;id_E0_2;22.00;105.00;21;22.00;22.00;5.00;1;1.08;3;22.00;22.00;2.62;0.53;0.60;8.01;7.08;1.65;3;1;4;66.00;1.00
120.00;160.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.58;12.70;1.94;5.62;3;3;9;224.93;0.00
120.00;160.00;113.00;id_-E1_1;96.00;605.27;94;57.00;40.00;20.00;3;1.84;4;37.67;32.00;15.13;2.35;1.53;3.16;20.31;3.33;3;1;5;133.00;2.00
120.00;160.00;39.00;id_-E1_2;0.00;0.00;0;39.00;0.00;0.00;0;0.41;1;39.00;0.00;0.00;0.00;0.01;2.80;1.61;0.07;0;1;1;2.14;0.00
120.00;160.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.89;12.90;2.01;3.73;2;1;5;149.00;0.00
120.00;160.00;122.00;id_-E2_1;78.00;470.05;76;84.00;40.00;12.51;2;2.03;4;40.67;26.00;11.75;1.90;1.42;3.08;17.24;2.80;2;1;5;112.00;2.00
120.00;160.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
120.00;160.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;0.83;12.85;0.74;2.52;3;6;7;100.16;0.00
120.00;160.00;53.00;id_-E3_1;40.00;200.00;40;53.00;40.00;5.00;1;1.01;3;53.00;40.00;5.00;1.00;0.70;6.45;6.00;2.08;6;4;7;83.00;0.00
120.00;160.00;7.00;id_-E3_2;0.00;0.00;0;7.00;0.00;0.00;0;0.34;1;7.00;0.00;0.00;0.00;0.20;9.90;1.58;0.65;2;2;3;25.01;0.00
160.00;200.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.34;13.02;2.30;6.50;3;3;9;260.00;0.00
160.00;200.00;44.00;id_E0_1;0.00;0.00;0;44.00;0.00;0.00;0;0.72;2;44.00;0.00;0.00;0.00;0.26;12.18;0.61;0.78;4;4;5;30.09;0.00
160.00;200.00;118.00;id_E0_2;96.00;605.23;94;62.00;40.00;20.01;3;1.80;5;39.33;32.00;15.13;2.35;1.19;3.11;17.43;3.30;3;1;6;132.00;2.00
160.00;200.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.50;12.81;1.63;5.50;2;3;8;219.07;0.00
160.00;200.00;263.00;id_-E1_1;150.00;1010.17;148;97.00;40.00;35.01;5;2.76;6;52.60;30.00;25.25;3.70;2.27;2.59;22.77;4.92;3;1;7;197.00;2.00
160.00;200.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
160.00;200.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.73;13.78;1.79;3.48;2;3;6;137.96;0.00
160.00;200.00;130.00;id_-E2_1;8.00;41.25;7;84.00;3.00;13.75;2;1.92;4;32.50;2.00;1.03;0.17;0.56;8.04;3.20;1.20;2;5;6;46.83;1.00
160.00;200.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
160.00;200.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.55;12.41;1.55;1.62;1;0;2;65.00;0.00
160.00;200.00;93.00;id_-E3_1;40.00;200.00;40;93.00;40.00;5.00;1;1.35;4;93.00;40.00;5.00;1.00;0.61;6.10;10.32;1.80;1;3;4;72.00;0.00
160.00;200.00;44.00;id_-E3_2;44.00;222.88;41;35.00;35.00;20.20;3;1.35;4;14.67;14.67;5.57;1.02;0.88;6.53;11.35;2.62;4;1;5;105.00;3.00
200.00;240.00;1.00;id_E0_0;1.00;0.00;0;1.00;1.00;0.00;0;2.52;7;1.00;1.00;0.00;0.00;2.04;12.22;1.69;5.75;5;6;11;228.37;1.00
200.00;240.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.32;13.48;0.34;0.88;4;4;5;35.00;0.00
200.00;240.00;258.00;id_E0_2;140.00;942.69;139;102.00;40.00;27.58;4;2.16;6;64.50;35.00;23.57;3.48;1.69;3.07;20.86;4.67;2;2;7;187.00;1.00
200.00;240.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.44;12.46;1.81;5.35;4;5;9;213.30;0.00
200.00;240.00;278.00;id_-E1_1;15.00;100.61;15;97.00;6.00;28.82;4;2.71;6;55.60;3.00;2.52;0.38;0.82;8.42;3.38;1.98;3;8;9;75.96;0.00
200.00;240.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
200.00;240.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.59;13.91;1.41;3.17;3;2;6;126.28;0.00
200.00;240.00;56.00;id_-E2_1;53.00;290.02;52;43.00;40.00;12.51;2;1.52;3;28.00;26.50;7.25;1.30;1.04;4.32;19.38;2.05;2;1;3;82.00;1.00
200.00;240.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
200.00;240.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.69;13.51;0.78;2.05;3;3;5;82.00;0.00
200.00;240.00;93.00;id_-E3_1;0.00;0.00;0;93.00;0.00;0.00;0;0.67;2;93.00;0.00;0.00;0.00;0.33;12.18;0.59;1.02;5;6;6;40.07;0.00
200.00;240.00;164.00;id_-E3_2;120.00;800.09;120;75.00;40.00;20.00;3;1.35;4;54.67;40.00;20.00;3.00;1.12;0.94;20.58;3.33;2;2;6;133.00;0.00
240.00;280.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.16;6;0.00;0.00;0.00;0.00;1.86;12.14;1.65;5.17;4;3;9;206.79;0.00
240.00;280.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.44;4;0.00;0.00;0.00;0.00;0.79;12.89;0.90;2.20;4;4;5;88.00;0.00
240.00;280.00;265.00;id_E0_2;7.00;37.50;6;102.00;3.00;20.00;3;1.73;5;53.00;1.40;0.94;0.15;0.48;6.55;3.11;1.52;4;6;9;57.73;1.00
240.00;280.00;1.00;id_-E1_0;1.00;0.00;0;1.00;1.00;0.00;0;3.08;7;1.00;1.00;0.00;0.00;2.29;12.50;2.00;5.05;5;4;9;200.56;1.00
240.00;280.00;15.00;id_-E1_1;15.00;70.00;14;15.00;15.00;5.00;1;1.84;4;15.00;15.00;1.75;0.35;1.22;10.75;3.51;2.65;6;3;7;106.00;1.00
240.00;280.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.07;6.61;3.07;0.15;1;1;1;6.00;0.00
240.00;280.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.59;12.86;1.51;3.17;2;2;6;126.39;0.00
240.00;280.00;147.00;id_-E2_1;91.00;575.17;90;83.00;40.00;20.12;3;2.03;4;49.00;30.33;14.38;2.25;1.52;2.83;23.94;3.00;2;1;4;120.00;1.00
240.00;280.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
240.00;280.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.56;13.38;0.59;1.65;4;3;6;66.00;0.00
240.00;280.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.34;13.97;0.43;1.02;4;4;4;41.00;0.00
240.00;280.00;309.00;id_-E3_2;145.00;972.62;143;115.00;40.00;35.01;5;2.02;6;61.80;29.00;24.32;3.58;1.63;2.92;21.73;4.85;3;1;7;194.00;2.00
280.00;320.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.18;12.67;1.52;6.10;4;3;10;243.29;0.00
280.00;320.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.68;12.10;0.87;1.88;5;4;6;75.00;0.00
280.00;320.00;49.00;id_E0_2;49.00;267.62;46;32.00;32.00;12.60;2;1.44;4;16.33;16.33;6.69;1.15;0.89;5.66;11.53;2.48;2;2;5;99.00;3.00
280.00;320.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.13;12.66;2.01;4.65;1;3;6;185.97;0.00
280.00;320.00;111.00;id_-E1_1;96.00;605.44;94;55.00;40.00;20.08;3;3.22;7;37.00;32.00;15.14;2.35;2.26;6.49;15.53;4.90;3;0;7;196.00;2.00
280.00;320.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
280.00;320.00;1.00;id_-E2_0;1.00;0.00;0;1.00;1.00;0.00;0;2.53;5;1.00;1.00;0.00;0.00;1.78;12.68;1.67;3.55;2;2;6;141.13;1.00
280.00;320.00;274.00;id_-E2_1;127.00;845.09;126;123.00;40.00;27.51;4;2.53;5;68.50;31.75;21.13;3.15;1.96;1.97;26.34;3.88;2;1;5;155.00;1.00
280.00;320.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
280.00;320.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.68;5;0.00;0.00;0.00;0.00;1.09;13.22;1.15;3.25;4;3;7;130.00;0.00
280.00;320.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.30;12.34;0.90;0.90;5;4;5;36.00;0.00
280.00;320.00;320.00;id_-E3_2;11.00;70.01;11;115.00;5.00;27.51;4;1.94;6;64.00;2.20;1.75;0.28;0.45;7.49;3.90;1.55;1;7;7;58.20;0.00
320.00;360.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.54;12.63;1.67;7.10;5;4;12;283.48;0.00
320.00;360.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.46;11.98;0.77;1.27;3;4;5;51.00;0.00
320.00;360.00;154.00;id_E0_2;106.00;687.57;105;72.00;40.00;20.00;3;1.44;4;51.33;35.33;17.19;2.62;1.26;2.69;22.19;3.50;2;1;5;140.00;1.00
320.00;360.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.30;5;0.00;0.00;0.00;0.00;1.91;12.26;2.33;4.20;3;1;6;167.19;0.00
320.00;360.00;259.00;id_-E1_1;148.00;1002.63;147;95.00;40.00;27.52;4;3.22;7;64.75;37.00;25.07;3.67;2.96;5.73;19.69;6.42;1;2;8;257.00;1.00
320.00;360.00;7.00;id_-E1_2;7.00;30.00;6;7.00;7.00;5.00;1;0.46;1;7.00;7.00;0.75;0.15;0.33;9.15;9.36;0.72;1;0;1;29.00;1.00
320.00;360.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.79;12.76;1.57;3.55;3;2;7;141.80;0.00
320.00;360.00;291.00;id_-E2_1;17.00;98.20;16;124.00;6.00;28.50;4;1.99;4;58.20;3.40;2.45;0.40;0.72;6.55;5.00;1.55;2;5;6;59.77;1.00
320.00;360.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
320.00;360.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.23;13.61;1.11;3.65;2;3;6;146.00;0.00
320.00;360.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.29;13.71;0.30;0.85;4;4;5;34.00;0.00
320.00;360.00;16.00;id_-E3_2;16.00;75.00;15;16.00;16.00;5.00;1;1.01;3;16.00;16.00;1.88;0.38;0.50;8.32;6.01;1.50;4;1;4;60.00;1.00
360.00;400.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;9;0.00;0.00;0.00;0.00;2.62;13.15;1.65;7.35;3;4;11;292.93;0.00
360.00;400.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.33;13.11;0.36;0.93;4;4;5;37.00;0.00
360.00;400.00;318.00;id_E0_2;164.00;1115.25;162;112.00;40.00;35.01;5;2.52;7;63.60;32.80;27.88;4.05;1.92;2.45;21.78;5.33;4;2;8;213.00;2.00
360.00;400.00;1.00;id_-E1_0;1.00;0.00;0;1.00;1.00;0.00;0;2.76;6;1.00;1.00;0.00;0.00;2.40;12.87;1.70;5.28;3;2;8;210.83;1.00
360.00;400.00;276.00;id_-E1_1;17.00;110.07;16;96.00;6.00;28.51;4;2.76;6;55.20;3.40;2.75;0.40;0.73;7.66;4.29;1.82;2;8;8;68.20;1.00
360.00;400.00;47.00;id_-E1_2;40.00;200.00;40;47.00;40.00;5.00;1;0.46;1;47.00;40.00;5.00;1.00;0.46;0.00;40.00;1.00;0;0;1;40.00;0.00
360.00;400.00;1.00;id_-E2_0;1.00;0.00;0;1.00;1.00;0.00;0;2.53;5;1.00;1.00;0.00;0.00;1.79;12.14;1.71;3.58;2;3;7;142.91;1.00
360.00;400.00;58.00;id_-E2_1;52.00;282.52;51;46.00;40.00;12.51;2;1.52;3;29.00;26.00;7.06;1.27;1.04;4.13;14.27;2.05;3;1;4;82.00;1.00
360.00;400.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.08;6.35;3.30;0.15;1;1;1;6.00;0.00
360.00;400.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.08;13.17;1.76;3.25;1;3;4;129.22;0.00
360.00;400.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.40;13.57;0.54;1.18;4;3;5;47.00;0.00
360.00;400.00;86.00;id_-E3_2;70.00;410.25;68;56.00;40.00;20.06;3;1.35;4;28.67;23.33;10.26;1.70;0.94;4.61;15.33;2.80;2;2;5;112.00;2.00
400.00;440.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;3.25;9;0.00;0.00;0.00;0.00;2.23;13.18;1.27;6.25;7;8;14;248.90;0.00
400.00;440.00;14.00;id_E0_1;14.00;65.00;13;14.00;14.00;5.00;1;1.44;4;14.00;14.00;1.62;0.33;0.83;11.02;2.31;2.30;7;7;8;92.00;1.00
400.00;440.00;330.00;id_E0_2;12.00;78.63;12;112.00;5.00;27.50;4;2.11;6;66.00;2.40;1.97;0.30;0.57;7.60;3.12;1.75;3;7;9;67.52;0.00
400.00;440.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.55;12.51;2.13;5.60;3;4;9;223.56;0.00
400.00;440.00;2.00;id_-E1_1;2.00;5.00;1;2.00;2.00;5.00;1;1.38;3;2.00;2.00;0.12;0.03;0.64;11.33;2.71;1.40;3;1;3;56.00;1.00
400.00;440.00;87.00;id_-E1_2;40.00;200.00;40;87.00;40.00;5.00;1;0.46;1;87.00;40.00;5.00;1.00;0.46;0.00;40.00;1.00;0;0;1;40.00;0.00
400.00;440.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;2.04;12.67;1.63;4.03;3;2;7;161.00;0.00
400.00;440.00;147.00;id_-E2_1;89.00;560.06;88;86.00;40.00;20.01;3;2.53;5;49.00;29.67;14.00;2.20;1.82;4.53;15.96;3.60;3;2;6;144.00;1.00
400.00;440.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
400.00;440.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.61;13.15;0.61;1.82;4;3;5;73.00;0.00
400.00;440.00;31.00;id_-E3_1;31.00;150.00;30;31.00;31.00;5.00;1;1.01;3;31.00;31.00;3.75;0.75;0.63;7.66;5.77;1.88;4;4;6;75.00;1.00
400.00;440.00;209.00;id_-E3_2;123.00;815.17;122;96.00;40.00;27.55;4;1.68;5;52.25;30.75;20.38;3.05;1.27;2.13;25.65;3.77;2;1;5;151.00;1.00
440.00;480.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.16;6;0.00;0.00;0.00;0.00;2.01;12.96;1.61;5.65;5;6;11;225.14;0.00
440.00;480.00;54.00;id_E0_1;40.00;200.00;40;54.00;40.00;5.00;1;1.44;4;54.00;40.00;5.00;1.00;0.77;7.16;7.01;2.12;5;3;6;85.00;0.00
440.00;480.00;46.00;id_E0_2;46.00;270.13;44;25.00;25.00;12.61;2;1.08;3;23.00;23.00;6.75;1.10;0.83;5.70;13.76;2.30;2;2;4;92.00;2.00
440.00;480.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.41;12.01;1.93;5.28;3;2;8;210.64;0.00
440.00;480.00;92.00;id_-E1_1;90.00;560.13;88;42.00;40.00;20.01;3;1.84;4;30.67;30.00;14.00;2.20;1.47;3.30;19.92;3.20;3;2;5;128.00;2.00
440.00;480.00;87.00;id_-E1_2;0.00;0.00;0;87.00;0.00;0.00;0;0.42;1;87.00;0.00;0.00;0.00;0.01;2.88;1.49;0.07;0;1;1;2.09;0.00
440.00;480.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.75;13.29;1.84;3.52;2;4;7;139.97;0.00
